1544906761.253304,interrupt,detection,(Arduino,external
1544906763.092651,-313,-443,4303,0
1544906763.1053414,-313,-435,4302,0
1544906763.1215804,-319,-428,4298,0
1544906763.1377048,-315,-431,4298,0
1544906763.1503835,-312,-448,4307,0
1544906763.166668,-311,-451,4305,0
1544906763.1825871,-308,-458,4302,0
1544906763.1953106,-306,-462,4298,0
1544906763.2116585,-307,-470,4299,0
1544906763.2278388,-307,-476,4304,0
1544906763.2403717,-308,-478,4304,0
1544906763.2569034,-310,-472,4310,0
1544906763.272748,-310,-474,4295,0
1544906763.2854905,-308,-476,4296,0
1544906763.3019466,-304,-473,4299,0
1544906763.3179367,-301,-477,4301,0
1544906763.3306189,-301,-472,4305,0
1544906763.3469548,-303,-469,4307,0
1544906763.3629575,-305,-470,4306,0
1544906763.375743,-309,-467,4300,0
1544906763.3919077,-305,-466,4298,0
1544906763.4078526,-295,-468,4298,0
1544906763.4206576,-293,-469,4305,0
1544906763.4371789,-299,-467,4305,0
1544906763.4532094,-305,-469,4302,0
1544906763.4655488,-304,-473,4300,0
1544906763.4820237,-294,-477,4298,0
1544906763.4982743,-296,-486,4300,0
1544906763.5108767,-297,-490,4302,0
1544906763.5272934,-305,-500,4318,0
1544906763.5433903,-314,-501,4309,0
1544906763.5558765,-316,-505,4298,0
1544906763.5722032,-302,-500,4287,0
1544906763.5883758,-271,-501,4297,0
1544906763.6009712,-241,-503,4313,0
1544906763.6172543,-245,-489,4323,0
1544906763.633422,-281,-477,4319,0
1544906763.6458068,-369,-486,4301,0
1544906763.6623535,-427,-508,4291,0
1544906763.678411,-367,-534,4316,0
1544906763.6909397,-237,-545,4308,0
1544906763.707423,-184,-553,4303,0
1544906763.723496,-240,-563,4341,0
1544906763.7360613,-333,-565,4360,0
1544906763.7524166,-363,-562,4325,0
1544906763.7685602,-322,-560,4296,0
1544906763.7809165,-271,-558,4305,0
1544906763.797346,-249,-556,4306,0
1544906763.8134954,-279,-551,4304,0
1544906763.8260252,-320,-551,4312,0
1544906763.842569,-333,-545,4324,0
1544906763.8585308,-305,-539,4308,0
1544906763.8712728,-258,-543,4304,0
1544906763.8874457,-248,-541,4297,0
1544906763.90357,-276,-535,4304,0
1544906763.9162338,-310,-529,4308,0
1544906763.9327214,-323,-524,4308,0
1544906763.9487998,-303,-524,4313,0
1544906763.9613094,-275,-520,4310,0
1544906763.977566,-274,-517,4306,0
1544906763.9938138,-284,-520,4310,0
1544906764.0065715,-296,-518,4313,0
1544906764.0226834,-296,-519,4309,0
1544906764.0387144,-285,-521,4307,0
1544906764.051421,-274,-522,4306,0
1544906764.067942,-279,-517,4306,0
1544906764.0838253,-292,-515,4303,0
1544906764.0964649,-297,-516,4310,0
1544906764.1127398,-296,-519,4305,0
1544906764.1288674,-281,-518,4310,0
1544906764.1416883,-280,-520,4313,0
1544906764.1577544,-281,-529,4309,0
1544906764.173943,-281,-527,4305,0
1544906764.186561,-289,-530,4302,0
1544906764.2030096,-289,-535,4306,0
1544906764.2192168,-288,-541,4306,0
1544906764.231636,-287,-540,4311,0
1544906764.2479365,-293,-544,4305,0
1544906764.26415,-292,-548,4309,0
1544906764.2767863,-288,-550,4314,0
1544906764.2930756,-284,-553,4312,0
1544906764.3092782,-281,-556,4314,0
1544906764.32166,-281,-558,4314,0
1544906764.3381283,-283,-556,4304,0
1544906764.3543572,-289,-559,4303,0
1544906764.3668997,-286,-554,4297,0
1544906764.3833873,-288,-550,4307,0
1544906764.3993905,-285,-553,4306,0
1544906764.411896,-290,-550,4302,0
1544906764.4283442,-286,-554,4298,0
1544906764.444348,-283,-546,4311,0
1544906764.4568372,-286,-547,4305,0
1544906764.4734159,-284,-545,4305,0
1544906764.489338,-284,-551,4309,0
1544906764.50208,-282,-554,4317,0
1544906764.5183423,-279,-553,4313,0
1544906764.5343816,-279,-554,4317,0
1544906764.5470405,-283,-555,4317,0
1544906764.5634375,-280,-557,4315,0
1544906764.579554,-281,-560,4302,0
1544906764.5920901,-279,-561,4302,0
1544906764.6084695,-275,-565,4310,0
1544906764.624612,-278,-568,4304,0
1544906764.6371164,-282,-566,4313,0
1544906764.653477,-281,-562,4314,0
1544906764.6696572,-277,-558,4317,0
1544906764.6822405,-277,-557,4311,0
1544906764.6985812,-275,-560,4313,0
1544906764.7148159,-277,-559,4312,0
1544906764.727135,-283,-560,4316,0
1544906764.743575,-281,-558,4314,0
1544906764.7598977,-280,-556,4312,0
1544906764.7723181,-280,-550,4317,0
1544906764.7888057,-278,-550,4311,0
1544906764.80474,-273,-555,4309,0
1544906764.8173318,-274,-557,4312,0
1544906764.8338025,-277,-555,4321,0
1544906764.8499994,-280,-563,4318,0
1544906764.8623152,-280,-560,4315,0
1544906764.8787277,-281,-561,4317,0
1544906764.8950357,-272,-557,4312,0
1544906764.9075348,-273,-561,4318,0
1544906764.923903,-281,-565,4322,0
1544906764.940116,-281,-565,4319,0
1544906764.9524114,-278,-565,4319,0
1544906764.9689307,-279,-563,4319,0
1544906764.9850862,-278,-564,4322,0
1544906765.001111,-272,-565,4313,0
1544906765.0140493,-277,-567,4315,0
1544906765.0301359,-275,-568,4315,0
1544906765.0460525,-280,-566,4317,0
1544906765.0590956,-282,-565,4314,0
1544906765.0750697,-283,-568,4319,0
1544906765.0910416,-280,-565,4321,0
1544906765.1040072,-281,-564,4319,0
1544906765.1203654,-277,-566,4318,0
1544906765.1362357,-276,-564,4315,0
1544906765.1491535,-275,-567,4308,0
1544906765.1653116,-272,-565,4312,0
1544906765.1812372,-272,-562,4310,0
1544906765.1941102,-270,-566,4311,0
1544906765.2104933,-274,-569,4309,0
1544906765.2261147,-276,-570,4309,0
1544906765.2392673,-277,-572,4308,0
1544906765.2555134,-273,-573,4304,0
1544906765.2714,-272,-569,4314,0
1544906765.284255,-271,-564,4311,0
1544906765.3004575,-269,-564,4311,0
1544906765.3164766,-266,-563,4313,0
1544906765.3293345,-272,-564,4311,0
1544906765.3454854,-278,-565,4310,0
1544906765.3613365,-282,-567,4315,0
1544906765.3743591,-275,-568,4308,0
1544906765.3905103,-277,-570,4303,0
1544906765.4066117,-278,-573,4298,0
1544906765.4193244,-277,-578,4302,0
1544906765.4356413,-274,-570,4313,0
1544906765.4516335,-273,-573,4315,0
1544906765.4644904,-274,-574,4312,0
1544906765.480796,-275,-571,4313,0
1544906765.4965484,-277,-569,4313,0
1544906765.5095303,-277,-570,4321,0
1544906765.5258746,-279,-577,4320,0
1544906765.5418022,-276,-575,4317,0
1544906765.554619,-270,-576,4318,0
1544906765.5708168,-270,-576,4317,0
1544906765.5868933,-273,-577,4312,0
1544906765.5997584,-265,-574,4316,0
1544906765.6159751,-268,-571,4313,0
1544906765.6317337,-270,-569,4318,0
1544906765.644602,-268,-572,4314,0
1544906765.6608233,-272,-579,4327,0
1544906765.6769562,-273,-580,4323,0
1544906765.689879,-274,-571,4316,0
1544906765.7058315,-275,-571,4308,0
1544906765.7217522,-276,-571,4305,0
1544906765.73484,-272,-573,4308,0
1544906765.7510493,-273,-574,4305,0
1544906765.7670853,-270,-576,4310,0
1544906765.7799506,-276,-577,4306,0
1544906765.7961636,-271,-577,4306,0
1544906765.8120599,-277,-574,4307,0
1544906765.8251207,-277,-572,4317,0
1544906765.841176,-273,-566,4308,0
1544906765.8569777,-278,-566,4316,0
1544906765.8701053,-277,-570,4325,0
1544906765.8864007,-275,-574,4316,0
1544906765.902252,-271,-571,4318,0
1544906765.9149556,-273,-575,4312,0
1544906765.931315,-276,-570,4317,0
1544906765.9472308,-270,-572,4305,0
1544906765.9602644,-269,-574,4299,0
1544906765.9764323,-275,-570,4310,0
1544906765.9923403,-277,-567,4309,0
1544906766.005241,-276,-568,4306,0
1544906766.0213168,-278,-575,4308,0
1544906766.0373852,-281,-576,4311,0
1544906766.0501328,-281,-575,4311,0
1544906766.066457,-278,-575,4313,0
1544906766.0824838,-277,-577,4315,0
1544906766.0954137,-274,-575,4316,0
1544906766.1117127,-282,-570,4310,0
1544906766.1275103,-278,-574,4311,0
1544906766.1403856,-275,-574,4319,0
1544906766.156737,-268,-574,4315,0
1544906766.1725867,-275,-581,4315,0
1544906766.1854088,-275,-580,4313,0
1544906766.2017193,-273,-578,4310,0
1544906766.2176535,-275,-575,4308,0
1544906766.2304857,-274,-573,4308,0
1544906766.2468522,-275,-574,4311,0
1544906766.2625732,-272,-578,4317,0
1544906766.2754552,-268,-575,4313,0
1544906766.2918348,-269,-570,4317,0
1544906766.3077266,-273,-574,4313,0
1544906766.3206813,-269,-573,4308,0
1544906766.3368437,-271,-571,4306,0
1544906766.35273,-269,-568,4311,0
1544906766.3656402,-273,-571,4312,0
1544906766.3819466,-270,-568,4321,0
1544906766.3978424,-272,-567,4320,0
1544906766.4106894,-275,-565,4318,0
1544906766.4271245,-274,-566,4322,0
1544906766.4429457,-274,-569,4322,0
1544906766.4557924,-270,-575,4314,0
1544906766.471983,-270,-573,4310,0
1544906766.4878786,-270,-577,4312,0
1544906766.5006695,-271,-575,4311,0
1544906766.5171845,-275,-579,4307,0
1544906766.5331776,-272,-577,4304,0
1544906766.5457,-272,-574,4316,0
1544906766.5620856,-265,-578,4314,0
1544906766.5780487,-269,-577,4312,0
1544906766.590966,-268,-578,4312,0
1544906766.607287,-267,-572,4312,0
1544906766.623066,-270,-575,4310,0
1544906766.6360009,-271,-575,4310,0
1544906766.652209,-270,-573,4314,0
1544906766.6682284,-268,-576,4315,0
1544906766.6810815,-272,-575,4318,0
1544906766.6972795,-270,-569,4320,0
1544906766.7133145,-271,-575,4318,0
1544906766.7261243,-274,-580,4317,0
1544906766.7424347,-270,-579,4317,0
1544906766.7583742,-271,-577,4315,0
1544906766.7710657,-275,-579,4319,0
1544906766.7873588,-277,-577,4313,0
1544906766.8034759,-277,-573,4310,0
1544906766.8162737,-277,-571,4305,0
1544906766.832581,-269,-573,4316,0
1544906766.8485124,-266,-577,4312,0
1544906766.8613925,-272,-575,4314,0
1544906766.8776412,-270,-576,4311,0
1544906766.8934076,-268,-571,4309,0
1544906766.9062576,-269,-568,4309,0
1544906766.9225774,-275,-570,4303,0
1544906766.9386358,-269,-575,4309,0
1544906766.9514754,-262,-578,4312,0
1544906766.967629,-266,-579,4314,0
1544906766.9834688,-266,-576,4319,0
1544906766.9964738,-264,-579,4320,0
1544906767.012775,-271,-576,4324,0
1544906767.028541,-270,-580,4319,0
1544906767.0413947,-265,-578,4309,0
1544906767.0577972,-265,-581,4313,0
1544906767.0736516,-269,-580,4310,0
1544906767.0866144,-269,-579,4312,0
1544906767.1027613,-274,-578,4313,0
1544906767.1187134,-275,-573,4313,0
1544906767.1315866,-275,-573,4316,0
1544906767.1479378,-272,-576,4314,0
1544906767.163814,-273,-581,4308,0
1544906767.1765778,-274,-577,4303,0
1544906767.192906,-273,-576,4303,0
1544906767.2089393,-274,-579,4304,0
1544906767.2216694,-272,-580,4306,0
1544906767.2381606,-270,-576,4310,0
1544906767.2538025,-274,-575,4310,0
1544906767.2666838,-272,-579,4308,0
1544906767.2831807,-272,-577,4300,0
1544906767.2991061,-271,-576,4300,0
1544906767.3119528,-267,-578,4309,0
1544906767.3280878,-270,-578,4311,0
1544906767.343985,-270,-576,4311,0
1544906767.3568704,-265,-579,4313,0
1544906767.3733366,-265,-579,4305,0
1544906767.3892295,-271,-578,4306,0
1544906767.4018252,-275,-580,4305,0
1544906767.4183202,-277,-580,4301,0
1544906767.4343076,-273,-580,4307,0
1544906767.4470294,-272,-580,4311,0
1544906767.4635055,-271,-575,4312,0
1544906767.4792798,-273,-572,4312,0
1544906767.4920306,-274,-576,4311,0
1544906767.5085251,-274,-574,4308,0
1544906767.5242493,-275,-573,4312,0
1544906767.5370233,-272,-571,4313,0
1544906767.5534098,-273,-569,4314,0
1544906767.569436,-275,-575,4307,0
1544906767.5820274,-276,-576,4313,0
1544906767.5985315,-274,-574,4305,0
1544906767.6144836,-275,-579,4313,0
1544906767.6273587,-271,-578,4315,0
1544906767.6436539,-267,-576,4313,0
1544906767.6596014,-264,-574,4310,0
1544906767.672277,-262,-574,4305,0
1544906767.6886556,-263,-569,4299,0
1544906767.7045875,-265,-569,4300,0
1544906767.717384,-267,-567,4302,0
1544906767.7335825,-266,-570,4298,0
1544906767.749557,-268,-572,4303,0
1544906767.7623253,-270,-573,4307,0
1544906767.7786496,-268,-576,4307,0
1544906767.7947423,-271,-574,4309,0
1544906767.8072882,-272,-574,4302,0
1544906767.8236887,-270,-573,4308,0
1544906767.8398743,-274,-573,4304,0
1544906767.8524725,-277,-571,4305,0
1544906767.8690016,-272,-575,4304,0
1544906767.884699,-269,-574,4302,0
1544906767.8974311,-266,-575,4307,0
1544906767.913955,-265,-574,4313,0
1544906767.9297469,-267,-573,4312,0
1544906767.9424865,-271,-577,4319,0
1544906767.9588833,-266,-576,4313,0
1544906767.9747767,-268,-578,4308,0
1544906767.9875367,-269,-578,4309,0
1544906768.003534,-270,-582,4306,0
1544906768.0197742,-274,-583,4307,0
1544906768.0321064,-272,-583,4305,0
1544906768.0488145,-268,-580,4304,0
1544906768.064961,-269,-575,4299,0
1544906768.0771446,-275,-574,4301,0
1544906768.093777,-278,-573,4302,0
1544906768.1101856,-272,-570,4308,0
1544906768.1228964,-271,-568,4315,0
1544906768.1392267,-267,-575,4313,0
1544906768.1550505,-270,-577,4312,0
1544906768.1678224,-267,-577,4315,0
1544906768.1841786,-271,-573,4309,0
1544906768.2002409,-266,-581,4305,0
1544906768.2128873,-268,-577,4303,0
1544906768.2292695,-276,-578,4299,0
1544906768.2451346,-280,-581,4302,0
1544906768.2579284,-271,-574,4302,0
1544906768.2743475,-270,-571,4308,0
1544906768.2902918,-270,-573,4309,0
1544906768.3029056,-267,-573,4312,0
1544906768.3194437,-269,-569,4314,0
1544906768.3353257,-267,-572,4309,0
1544906768.348108,-266,-575,4318,0
1544906768.3642948,-273,-574,4318,0
1544906768.3803716,-274,-573,4317,0
1544906768.3932254,-273,-575,4309,0
1544906768.4096048,-272,-575,4299,0
1544906768.4255445,-272,-574,4299,0
1544906768.4381351,-272,-577,4308,0
1544906768.4545724,-277,-572,4305,0
1544906768.4705336,-276,-566,4301,0
1544906768.4833274,-276,-572,4298,0
1544906768.4997606,-274,-575,4307,0
1544906768.5155218,-270,-577,4312,0
1544906768.5282996,-272,-581,4315,0
1544906768.5446777,-271,-577,4310,0
1544906768.5607653,-269,-569,4307,0
1544906768.5732515,-272,-569,4301,0
1544906768.5896773,-269,-564,4307,0
1544906768.6058197,-265,-564,4313,0
1544906768.6184835,-258,-574,4310,0
1544906768.634797,-258,-587,4303,0
1544906768.6507068,-271,-592,4320,0
1544906768.663706,-282,-596,4308,0
1544906768.6792083,-278,-599,4286,0
1544906768.6957612,-275,-602,4303,0
1544906768.7084582,-274,-594,4303,0
1544906768.724894,-264,-562,4294,0
1544906768.7408216,-256,-528,4289,0
1544906768.7537158,-260,-494,4277,0
1544906768.770096,-281,-478,4306,0
1544906768.7857635,-290,-475,4364,0
1544906768.7984855,-266,-477,4350,0
1544906768.8148298,-256,-488,4323,0
1544906768.830991,-264,-500,4319,0
1544906768.843614,-272,-514,4307,0
1544906768.8600202,-271,-518,4301,0
1544906768.8759773,-263,-530,4321,0
1544906768.8885984,-249,-545,4340,0
1544906768.9050121,-247,-559,4331,0
1544906768.9210918,-259,-572,4311,0
1544906768.9337752,-285,-589,4300,0
1544906768.950258,-286,-609,4296,0
1544906768.9662383,-270,-632,4298,0
1544906768.9786792,-251,-644,4310,0
1544906768.9950798,-245,-660,4304,0
1544906769.011128,-262,-664,4284,0
1544906769.0239458,-283,-654,4281,0
1544906769.0402744,-295,-641,4277,0
1544906769.0562842,-296,-623,4275,0
1544906769.069009,-277,-606,4283,0
1544906769.0853562,-267,-585,4301,0
1544906769.101424,-266,-572,4304,0
1544906769.1139848,-265,-557,4303,0
1544906769.130356,-261,-547,4299,0
1544906769.1462631,-252,-550,4314,0
1544906769.1591005,-254,-556,4329,0
1544906769.175516,-265,-560,4332,0
1544906769.191455,-276,-560,4337,0
1544906769.2039692,-280,-565,4345,0
1544906769.2204695,-275,-571,4320,0
1544906769.2366292,-282,-570,4323,0
1544906769.2492332,-278,-577,4322,0
1544906769.265621,-269,-588,4319,0
1544906769.2816088,-260,-612,4319,0
1544906769.294115,-257,-633,4326,0
1544906769.3106534,-261,-643,4310,0
1544906769.3267586,-272,-654,4303,0
1544906769.3392546,-280,-668,4300,0
1544906769.355593,-280,-679,4301,0
1544906769.3717737,-280,-680,4303,0
1544906769.3842628,-275,-680,4309,0
1544906769.4007716,-264,-676,4309,0
1544906769.4167,-261,-670,4305,0
1544906769.4293127,-272,-666,4301,0
1544906769.4456627,-279,-661,4303,0
1544906769.4617825,-279,-654,4303,0
1544906769.4745076,-269,-641,4301,0
1544906769.4906752,-261,-624,4308,0
1544906769.507,-260,-603,4297,0
1544906769.5195827,-271,-588,4288,0
1544906769.5359051,-285,-565,4296,0
1544906769.551918,-297,-549,4308,0
1544906769.564484,-285,-535,4319,0
1544906769.5809166,-259,-524,4321,0
1544906769.5970721,-246,-520,4319,0
1544906769.6095285,-246,-507,4320,0
1544906769.6259687,-259,-502,4303,0
1544906769.6420174,-274,-506,4306,0
1544906769.654679,-275,-511,4318,0
1544906769.6710489,-271,-516,4321,0
1544906769.687011,-260,-523,4319,0
1544906769.6997726,-262,-528,4298,0
1544906769.7161293,-272,-541,4284,0
1544906769.7321658,-290,-544,4282,0
1544906769.7448568,-290,-544,4294,0
1544906769.7612796,-275,-538,4306,0
1544906769.7771702,-256,-533,4309,0
1544906769.7899365,-253,-521,4316,0
1544906769.806213,-257,-509,4314,0
1544906769.8223288,-262,-507,4320,0
1544906769.8347564,-269,-505,4321,0
1544906769.851209,-262,-512,4329,0
1544906769.8672667,-257,-513,4327,0
1544906769.8799958,-276,-521,4322,0
1544906769.8963175,-285,-529,4310,0
1544906769.9124184,-291,-539,4297,0
1544906769.9250674,-290,-549,4299,0
1544906769.9413962,-282,-551,4291,0
1544906769.9575772,-278,-548,4290,0
1544906769.970255,-274,-549,4296,0
1544906769.986328,-220,-540,4299,0
1544906770.0025866,-216,-543,4316,0
1544906770.014956,-279,-548,4339,0
1544906770.0313804,-310,-566,4337,0
1544906770.047584,-298,-574,4318,0
1544906770.0601459,-271,-588,4318,0
1544906770.0767176,-253,-596,4322,0
1544906770.0927215,-258,-604,4311,0
1544906770.10537,-281,-610,4310,0
1544906770.121596,-295,-617,4318,0
1544906770.1377037,-289,-624,4325,0
1544906770.150372,-264,-622,4320,0
1544906770.1665926,-245,-622,4320,0
1544906770.182644,-247,-624,4310,0
1544906770.1952035,-277,-624,4306,0
1544906770.2115653,-296,-629,4312,0
1544906770.2278767,-280,-623,4311,0
1544906770.240414,-266,-614,4315,0
1544906770.2566562,-262,-604,4315,0
1544906770.2727392,-258,-587,4308,0
1544906770.2854376,-269,-566,4300,0
1544906770.3019342,-272,-551,4295,0
1544906770.3180327,-278,-542,4311,0
1544906770.3305519,-274,-534,4317,0
1544906770.346713,-267,-543,4314,0
1544906770.3630714,-274,-547,4301,0
1544906770.3755193,-284,-554,4290,0
1544906770.3919864,-279,-558,4288,0
1544906770.4079652,-262,-560,4303,0
1544906770.4205763,-266,-550,4318,0
1544906770.4370337,-280,-549,4315,0
1544906770.4531846,-289,-550,4319,0
1544906770.465877,-279,-551,4309,0
1544906770.4820325,-268,-558,4309,0
1544906770.4981833,-264,-571,4316,0
1544906770.510753,-266,-581,4320,0
1544906770.5272372,-269,-590,4315,0
1544906770.5432844,-273,-600,4313,0
1544906770.5558228,-275,-604,4314,0
1544906770.5722718,-282,-609,4306,0
1544906770.5884013,-277,-613,4302,0
1544906770.6009119,-272,-609,4307,0
1544906770.6170704,-276,-603,4315,0
1544906770.633493,-278,-602,4314,0
1544906770.6457925,-278,-599,4313,0
1544906770.662265,-275,-602,4308,0
1544906770.6784568,-276,-601,4299,0
1544906770.6908624,-275,-604,4310,0
1544906770.707386,-266,-613,4323,0
1544906770.7236323,-235,-612,4322,0
1544906770.735983,-220,-592,4329,0
1544906770.7523909,-245,-579,4326,0
1544906770.7685683,-269,-570,4322,0
1544906770.7810245,-273,-561,4317,0
1544906770.7974594,-273,-557,4317,0
1544906770.8135076,-262,-557,4316,0
1544906770.8260636,-255,-548,4329,0
1544906770.8424735,-271,-536,4322,0
1544906770.8586924,-325,-538,4290,0
1544906770.8713152,-350,-540,4279,0
1544906770.8873851,-319,-551,4285,0
1544906770.9035916,-267,-555,4284,0
1544906770.9162476,-210,-564,4322,0
1544906770.932672,-185,-572,4360,0
1544906770.948858,-196,-585,4359,0
1544906770.9611897,-214,-586,4345,0
1544906770.9774978,-260,-604,4320,0
1544906770.993906,-279,-610,4292,0
1544906771.0061681,-305,-617,4282,0
1544906771.0225399,-320,-618,4295,0
1544906771.038758,-305,-620,4300,0
1544906771.0514488,-271,-614,4309,0
1544906771.0677617,-262,-617,4296,0
1544906771.0841079,-259,-611,4294,0
1544906771.099951,-262,-612,4296,0
1544906771.1126645,-260,-609,4305,0
1544906771.1290312,-265,-603,4303,0
1544906771.1448922,-272,-599,4301,0
1544906771.1577728,-284,-595,4297,0
1544906771.174002,-296,-589,4294,0
1544906771.18996,-305,-579,4299,0
1544906771.202882,-299,-568,4307,0
1544906771.2191486,-257,-560,4315,0
1544906771.2348208,-228,-548,4339,0
1544906771.247834,-217,-546,4330,0
1544906771.2641218,-243,-531,4313,0
1544906771.280134,-273,-529,4299,0
1544906771.2929065,-302,-531,4298,0
1544906771.3092406,-296,-534,4309,0
1544906771.324989,-276,-537,4316,0
1544906771.337967,-248,-540,4312,0
1544906771.3542485,-249,-545,4316,0
1544906771.3701286,-273,-545,4297,0
1544906771.3831463,-287,-544,4269,0
1544906771.399392,-274,-542,4280,0
1544906771.4151118,-255,-533,4303,0
1544906771.4281545,-257,-530,4331,0
1544906771.4442997,-263,-527,4365,0
1544906771.460248,-269,-523,4349,0
1544906771.473346,-268,-522,4334,0
1544906771.4895415,-265,-526,4325,0
1544906771.5054653,-262,-529,4319,0
1544906771.518268,-262,-527,4305,0
1544906771.5345442,-264,-527,4306,0
1544906771.5504127,-281,-530,4293,0
1544906771.5633724,-301,-537,4270,0
1544906771.5796018,-317,-529,4255,0
1544906771.595331,-309,-519,4258,0
1544906771.6085055,-277,-501,4287,0
1544906771.624618,-232,-483,4322,0
1544906771.6406343,-230,-469,4343,0
1544906771.6533778,-250,-459,4345,0
1544906771.6696322,-255,-452,4333,0
1544906771.6856363,-263,-447,4305,0
1544906771.6985943,-271,-447,4281,0
1544906771.7147849,-286,-453,4280,0
1544906771.7306616,-298,-476,4293,0
1544906771.7435975,-294,-493,4309,0
1544906771.7599087,-291,-508,4291,0
1544906771.7758236,-284,-524,4276,0
1544906771.7887673,-283,-540,4280,0
1544906771.8047345,-270,-543,4292,0
1544906771.8208115,-252,-560,4313,0
1544906771.8337123,-231,-577,4329,0
1544906771.8500028,-241,-596,4338,0
