1544907067.25872,-368,-15,4268,37
1544907067.2601914,-367,-11,4277,37
1544907067.2607286,-372,-15,4271,37
1544907067.2612555,-375,-17,4267,37
1544907067.2617812,-368,-15,4268,37
1544907068.4650073,interrupt,detection,(Arduino,external
1544907068.4688082,ready!,Waiting,for,first
1544907068.472313,180,275,-1905,0
1544907068.4884477,95,261,363,0
1544907068.5009363,36,252,1823,0
1544907068.517183,-8,233,2743,0
1544907068.533578,-35,214,3331,0
1544907068.5460043,-57,198,3696,0
1544907068.5623014,-70,185,3923,0
1544907068.5785298,-84,169,4067,0
1544907068.5944483,-96,161,4159,0
1544907068.6073892,-106,153,4212,0
1544907068.6237352,-115,138,4249,0
1544907068.6395884,-119,123,4266,0
1544907068.652583,-123,111,4277,0
1544907068.668739,-131,98,4287,0
1544907068.6845787,-136,84,4291,0
1544907068.6975014,-139,70,4300,0
1544907068.7137573,-143,61,4300,0
1544907068.7296631,-150,49,4292,0
1544907068.7425132,-158,34,4295,0
1544907068.7587376,-169,22,4303,0
1544907068.7746546,-176,13,4302,0
1544907068.7875662,-182,2,4300,0
1544907068.80378,-186,-6,4306,0
1544907068.8198888,-187,-17,4295,0
1544907068.83274,-190,-22,4302,0
1544907068.848897,-195,-29,4301,0
1544907068.8648374,-198,-43,4307,0
1544907068.8776689,-202,-50,4309,0
1544907068.8940291,-208,-57,4306,0
1544907068.909811,-207,-69,4304,0
1544907068.9227502,-211,-85,4299,0
1544907068.9389656,-216,-97,4291,0
1544907068.9549577,-219,-107,4293,0
1544907068.9679012,-225,-113,4298,0
1544907068.9842055,-231,-122,4299,0
1544907069.0000217,-236,-122,4296,0
1544907069.012824,-239,-130,4298,0
1544907069.0291965,-241,-141,4295,0
1544907069.045106,-244,-146,4294,0
1544907069.057926,-249,-154,4289,0
1544907069.0741994,-251,-159,4289,0
1544907069.0901046,-256,-172,4292,0
1544907069.1030426,-263,-181,4287,0
1544907069.1192806,-263,-184,4286,0
1544907069.1353414,-272,-190,4282,0
1544907069.14803,-274,-202,4283,0
1544907069.1646657,-274,-210,4292,0
1544907069.180176,-270,-215,4295,0
1544907069.1931117,-275,-221,4294,0
1544907069.2093592,-277,-228,4291,0
1544907069.2252967,-283,-235,4299,0
1544907069.2381794,-286,-243,4296,0
1544907069.2544482,-291,-248,4290,0
1544907069.2703323,-291,-254,4283,0
1544907069.2832563,-295,-260,4291,0
1544907069.2994244,-301,-264,4290,0
1544907069.3155036,-308,-269,4297,0
1544907069.3283994,-304,-272,4289,0
1544907069.3446758,-301,-283,4289,0
1544907069.3604438,-308,-288,4294,0
1544907069.37349,-314,-291,4290,0
1544907069.3895848,-317,-295,4286,0
1544907069.405647,-319,-301,4286,0
1544907069.4184463,-317,-306,4292,0
1544907069.4346092,-319,-309,4290,0
1544907069.4506328,-318,-316,4286,0
1544907069.4634628,-319,-318,4286,0
1544907069.479722,-317,-326,4296,0
1544907069.4956229,-326,-331,4300,0
1544907069.5084429,-333,-333,4295,0
1544907069.5247447,-335,-337,4294,0
1544907069.5406902,-339,-345,4298,0
1544907069.5534801,-345,-348,4301,0
1544907069.569875,-339,-348,4300,0
1544907069.5856917,-339,-351,4297,0
1544907069.5985446,-335,-357,4303,0
1544907069.6148336,-339,-362,4296,0
1544907069.6309264,-344,-366,4299,0
1544907069.6436152,-345,-370,4304,0
1544907069.660026,-345,-375,4304,0
1544907069.6757755,-349,-381,4302,0
1544907069.6886683,-357,-384,4290,0
1544907069.7049258,-357,-380,4288,0
1544907069.720926,-359,-387,4286,0
1544907069.733682,-354,-392,4283,0
1544907069.7500389,-355,-396,4281,0
1544907069.7659366,-356,-397,4284,0
1544907069.7787018,-360,-402,4290,0
1544907069.7950447,-364,-408,4293,0
1544907069.8109992,-359,-412,4291,0
1544907069.8236933,-362,-414,4284,0
1544907069.8396406,-362,-409,4292,0
1544907069.8558843,-360,-414,4288,0
1544907069.8688831,-365,-415,4282,0
1544907069.8851385,-368,-423,4282,0
1544907069.9010608,-369,-431,4293,0
1544907069.9138887,-366,-432,4296,0
1544907069.930238,-368,-433,4292,0
1544907069.9460928,-368,-441,4291,0
1544907069.9589171,-369,-443,4288,0
1544907069.9752538,-374,-445,4289,0
1544907069.9912236,-373,-445,4287,0
1544907070.0039637,-378,-456,4280,0
1544907070.0203872,-380,-450,4281,0
1544907070.0361955,-387,-452,4292,0
1544907070.048975,-386,-457,4288,0
1544907070.0653648,-383,-458,4289,0
1544907070.08133,-383,-457,4284,0
1544907070.0940275,-381,-461,4285,0
1544907070.1103535,-386,-464,4286,0
1544907070.1263623,-380,-465,4290,0
1544907070.1390998,-378,-466,4289,0
1544907070.155572,-387,-470,4279,0
1544907070.1713715,-387,-473,4280,0
1544907070.1842363,-387,-477,4281,0
1544907070.2008853,-386,-477,4285,0
1544907070.2165473,-389,-477,4286,0
1544907070.2292318,-390,-479,4281,0
1544907070.2455962,-397,-482,4289,0
1544907070.261443,-392,-489,4292,0
1544907070.2745986,-395,-487,4298,0
1544907070.2906446,-396,-487,4298,0
1544907070.30662,-397,-490,4295,0
1544907070.3194025,-396,-496,4291,0
1544907070.335723,-396,-496,4283,0
1544907070.351646,-395,-496,4283,0
1544907070.3644176,-401,-497,4282,0
1544907070.3811471,-404,-495,4277,0
1544907070.3966348,-405,-495,4281,0
1544907070.4093995,-400,-497,4290,0
1544907070.4258375,-404,-499,4286,0
1544907070.4417074,-406,-497,4287,0
1544907070.4545894,-403,-495,4289,0
1544907070.4710042,-402,-498,4300,0
1544907070.4867141,-407,-500,4302,0
1544907070.499559,-408,-503,4299,0
1544907070.5159285,-403,-510,4302,0
1544907070.5319772,-411,-507,4293,0
1544907070.5446138,-407,-508,4284,0
1544907070.5609748,-409,-510,4280,0
1544907070.5768375,-405,-518,4288,0
1544907070.589645,-408,-516,4286,0
1544907070.605999,-411,-518,4293,0
1544907070.6219676,-412,-522,4296,0
1544907070.6347163,-416,-524,4287,0
1544907070.6510806,-415,-524,4284,0
1544907070.6669834,-409,-531,4287,0
1544907070.6797945,-409,-536,4289,0
1544907070.6961076,-411,-535,4289,0
1544907070.7120392,-413,-533,4293,0
1544907070.7247329,-416,-532,4290,0
1544907070.7412925,-410,-536,4285,0
1544907070.7572043,-406,-532,4284,0
1544907070.7698646,-414,-532,4291,0
1544907070.786172,-408,-534,4287,0
1544907070.8022447,-409,-531,4285,0
1544907070.8150234,-410,-534,4286,0
1544907070.8315036,-407,-534,4285,0
1544907070.8471684,-413,-533,4290,0
1544907070.8599722,-410,-527,4288,0
1544907070.8763182,-412,-535,4284,0
1544907070.892387,-412,-538,4289,0
1544907070.9050384,-411,-543,4288,0
1544907070.9213953,-414,-541,4284,0
1544907070.937261,-420,-541,4290,0
1544907070.9501483,-415,-540,4288,0
1544907070.966519,-414,-544,4280,0
1544907070.9822958,-416,-547,4284,0
1544907070.9950626,-419,-543,4278,0
1544907071.0114264,-422,-548,4276,0
1544907071.027437,-420,-549,4278,0
1544907071.040228,-417,-552,4283,0
1544907071.0566163,-421,-554,4283,0
1544907071.0724442,-418,-551,4282,0
1544907071.0853014,-417,-544,4289,0
1544907071.101672,-417,-546,4294,0
1544907071.1174443,-419,-548,4294,0
1544907071.1303313,-425,-548,4299,0
1544907071.1466231,-424,-548,4295,0
1544907071.1625009,-423,-546,4289,0
1544907071.1752522,-418,-550,4292,0
1544907071.1916487,-418,-553,4299,0
1544907071.2075903,-419,-555,4302,0
1544907071.220435,-423,-559,4295,0
1544907071.236719,-429,-559,4298,0
1544907071.252606,-425,-562,4299,0
1544907071.2653847,-423,-560,4293,0
1544907071.2816916,-419,-562,4295,0
1544907071.297664,-419,-565,4294,0
1544907071.3103929,-420,-563,4295,0
1544907071.3268924,-420,-560,4291,0
1544907071.3427618,-423,-561,4297,0
1544907071.3554785,-432,-556,4295,0
1544907071.371837,-429,-557,4296,0
1544907071.3877602,-425,-555,4291,0
1544907071.4004734,-431,-560,4290,0
1544907071.4169538,-431,-561,4299,0
1544907071.4328597,-430,-564,4291,0
1544907071.4456966,-430,-563,4287,0
1544907071.4620268,-429,-566,4294,0
1544907071.4779313,-430,-574,4301,0
1544907071.490628,-424,-571,4301,0
1544907071.5069928,-422,-567,4297,0
1544907071.5230684,-422,-567,4299,0
1544907071.5356367,-421,-565,4301,0
1544907071.552054,-422,-566,4291,0
1544907071.568052,-428,-570,4292,0
1544907071.5806482,-431,-575,4290,0
1544907071.5970545,-430,-570,4289,0
1544907071.6130855,-426,-569,4291,0
1544907071.6257658,-421,-569,4295,0
1544907071.642162,-421,-572,4298,0
1544907071.6581044,-423,-573,4299,0
1544907071.6707523,-423,-577,4301,0
1544907071.6871731,-424,-577,4299,0
1544907071.7032485,-424,-571,4291,0
1544907071.7158234,-425,-574,4289,0
1544907071.7323897,-428,-580,4292,0
1544907071.7482302,-425,-581,4285,0
1544907071.7609997,-427,-574,4289,0
1544907071.7772558,-425,-570,4294,0
1544907071.7933667,-425,-569,4295,0
1544907071.8059602,-427,-569,4292,0
1544907071.822331,-431,-570,4300,0
1544907071.8383195,-436,-569,4290,0
1544907071.8510416,-428,-566,4298,0
1544907071.8674133,-422,-567,4295,0
1544907071.8833768,-427,-572,4293,0
1544907071.8960848,-432,-578,4291,0
1544907071.9124184,-427,-573,4289,0
1544907071.928485,-428,-573,4288,0
1544907071.9411466,-429,-573,4287,0
1544907071.9574864,-431,-577,4286,0
1544907071.973567,-425,-580,4289,0
1544907071.9862971,-429,-569,4293,0
1544907072.0026264,-430,-571,4290,0
1544907072.0185277,-422,-578,4289,0
1544907072.0312936,-427,-581,4288,0
1544907072.0476344,-428,-576,4284,0
1544907072.0635958,-428,-580,4288,0
1544907072.076243,-433,-579,4287,0
1544907072.0926461,-432,-580,4290,0
1544907072.108722,-433,-578,4293,0
1544907072.1212807,-432,-581,4290,0
