1544907460.8668237,-224,-12,4335,40
1544907460.8669791,-230,-5,4338,40
1544907460.8671203,-232,0,4339,40
1544907460.8672652,-233,3,4333,40
1544907460.8674047,-231,6,4320,40
1544907460.8675375,-219,-16,4328,40
1544907460.8676882,-224,-12,4335,40
1544907460.8678331,-230,-5,4338,40
1544907460.8679712,-232,0,4339,40
1544907460.86811,-233,3,4333,40
1544907460.8682482,-231,6,4320,40
1544907460.8683803,-219,-16,4328,40
1544907460.8685303,-224,-12,4335,40
1544907460.8686748,-230,-5,4338,40
1544907460.8688135,-232,0,4339,40
1544907460.8689508,-233,3,4333,40
1544907460.8690882,-231,6,4320,40
1544907462.062378,interrupt,detection,(Arduino,external
1544907462.0634663,ready!,Waiting,for,first
1544907462.0709,-5377,5382,2074,0
1544907462.0871408,-5427,5342,4427,0
1544907462.1031961,-5434,5290,5882,0
1544907462.1160464,-5424,5247,6756,0
1544907462.1323175,-5398,5196,7261,0
1544907462.1481757,-5363,5141,7542,0
1544907462.160911,-5329,5083,7674,0
1544907462.177369,-5288,5028,7723,0
1544907462.1932473,-5244,4970,7703,0
1544907462.205963,-5195,4914,7654,0
1544907462.2224028,-5142,4853,7596,0
1544907462.2385187,-5095,4797,7521,0
1544907462.2512686,-5051,4735,7434,0
1544907462.2677426,-5001,4678,7347,0
1544907462.2834074,-4956,4615,7253,0
1544907462.2962484,-4900,4552,7160,0
1544907462.3126807,-4845,4493,7070,0
1544907462.3286767,-4791,4435,6985,0
1544907462.3415887,-4741,4376,6898,0
1544907462.3575792,-4686,4315,6815,0
1544907462.373627,-4639,4256,6726,0
1544907462.3864686,-4585,4191,6656,0
1544907462.402945,-4530,4130,6583,0
1544907462.4187284,-4475,4069,6499,0
1544907462.4313378,-4419,4004,6425,0
1544907462.4478064,-4367,3946,6350,0
1544907462.4639034,-4315,3888,6280,0
1544907462.476632,-4265,3826,6219,0
1544907462.4929466,-4208,3757,6150,0
1544907462.5088496,-4158,3698,6083,0
1544907462.5215557,-4106,3632,6019,0
1544907462.5379708,-4055,3570,5957,0
1544907462.5540233,-4002,3508,5902,0
1544907462.5666356,-3952,3447,5840,0
1544907462.582942,-3903,3393,5789,0
1544907462.5990393,-3848,3334,5735,0
1544907462.6117423,-3799,3276,5684,0
1544907462.6280844,-3744,3217,5638,0
1544907462.6438856,-3686,3166,5587,0
1544907462.6568663,-3636,3112,5538,0
1544907462.6732147,-3587,3057,5501,0
1544907462.6891723,-3539,3003,5452,0
1544907462.7018151,-3494,2946,5404,0
1544907462.7181954,-3456,2906,5355,0
1544907462.7342262,-3417,2855,5318,0
1544907462.7469947,-3373,2800,5292,0
1544907462.763203,-3328,2738,5247,0
1544907462.779081,-3272,2667,5205,0
1544907462.7919173,-3233,2603,5172,0
1544907462.8083978,-3203,2545,5141,0
1544907462.8243246,-3162,2488,5111,0
1544907462.836966,-3117,2441,5085,0
1544907462.8533127,-3066,2398,5049,0
1544907462.8694851,-3009,2352,5014,0
1544907462.8820868,-2961,2309,4986,0
1544907462.8985133,-2912,2268,4953,0
1544907462.9142885,-2863,2230,4927,0
1544907462.9271777,-2813,2178,4907,0
1544907462.9435842,-2773,2130,4888,0
1544907462.9595637,-2741,2086,4862,0
1544907462.9720724,-2715,2043,4839,0
1544907462.9884562,-2677,2002,4825,0
1544907463.0045035,-2637,1960,4802,0
1544907463.0170932,-2597,1916,4777,0
1544907463.0335557,-2554,1880,4755,0
1544907463.0497117,-2514,1842,4735,0
1544907463.0621996,-2478,1812,4722,0
1544907463.0786595,-2447,1769,4705,0
1544907463.0947545,-2426,1726,4684,0
1544907463.1073895,-2406,1683,4660,0
1544907463.1231413,-2373,1643,4639,0
1544907463.1393344,-2342,1600,4632,0
1544907463.1520696,-2305,1547,4622,0
1544907463.1686456,-2259,1493,4615,0
1544907463.184632,-2211,1437,4596,0
1544907463.197389,-2165,1386,4582,0
1544907463.2134976,-2141,1346,4568,0
1544907463.229438,-2137,1305,4550,0
1544907463.2421513,-2126,1273,4539,0
1544907463.258432,-2091,1246,4533,0
1544907463.274784,-2039,1206,4527,0
1544907463.2872527,-1985,1178,4526,0
1544907463.303943,-1952,1153,4514,0
1544907463.3199856,-1932,1136,4505,0
1544907463.3327096,-1916,1110,4492,0
1544907463.3491766,-1893,1083,4482,0
1544907463.3651192,-1874,1056,4469,0
1544907463.377817,-1848,1032,4462,0
1544907463.393918,-1827,1005,4451,0
1544907463.4100468,-1796,983,4447,0
1544907463.4227426,-1755,966,4445,0
1544907463.4391367,-1718,937,4462,0
1544907463.455167,-1688,882,4426,0
1544907463.4677632,-1683,864,4370,0
1544907463.4840481,-1710,815,4471,0
1544907463.5000894,-1671,807,4429,0
1544907463.5128717,-1610,802,4368,0
1544907463.5293803,-1579,773,4418,0
1544907463.5451527,-1545,761,4407,0
1544907463.5578718,-1542,740,4394,0
1544907463.574261,-1545,703,4407,0
1544907463.5903952,-1534,674,4378,0
1544907463.6027918,-1506,632,4367,0
1544907463.619266,-1473,595,4376,0
1544907463.6354423,-1449,585,4366,0
1544907463.6480842,-1436,579,4366,0
1544907463.6645648,-1411,573,4368,0
1544907463.6803496,-1382,569,4360,0
1544907463.6929307,-1349,560,4360,0
1544907463.7095726,-1342,548,4357,0
