1544906122.826335,interrupt,detection,(Arduino,external
1544906128.4036477,-433,-676,4273,0
1544906128.4196055,-449,-647,4293,0
1544906128.4321492,-465,-621,4288,0
1544906128.448649,-476,-588,4251,0
1544906128.464603,-488,-557,4227,0
1544906128.4772315,-469,-541,4226,0
1544906128.4934444,-449,-531,4249,0
1544906128.5095675,-429,-522,4274,0
1544906128.5222611,-425,-508,4287,0
1544906128.5385919,-435,-499,4265,0
1544906128.5545764,-460,-494,4241,0
1544906128.567147,-483,-482,4251,0
1544906128.583583,-485,-480,4273,0
1544906128.5998578,-470,-472,4278,0
1544906128.612417,-455,-461,4268,0
1544906128.628822,-445,-447,4248,0
1544906128.6446638,-444,-443,4240,0
1544906128.6574876,-444,-448,4254,0
1544906128.6737769,-445,-450,4270,0
1544906128.6899362,-444,-455,4272,0
1544906128.7023065,-450,-455,4269,0
1544906128.7187057,-455,-458,4263,0
1544906128.7349427,-467,-464,4256,0
1544906128.7476418,-466,-468,4252,0
1544906128.7639647,-459,-476,4266,0
1544906128.7800512,-454,-487,4276,0
1544906128.7923696,-453,-504,4268,0
1544906128.8089082,-453,-520,4267,0
1544906128.8250284,-465,-542,4278,0
1544906128.8375497,-459,-559,4274,0
1544906128.8537962,-445,-577,4276,0
1544906128.869991,-439,-595,4281,0
1544906128.8825674,-443,-604,4272,0
1544906128.8989565,-466,-613,4258,0
1544906128.914939,-479,-614,4264,0
1544906128.9274893,-476,-608,4273,0
1544906128.944079,-457,-602,4268,0
1544906128.9602294,-440,-592,4260,0
1544906128.972687,-443,-592,4267,0
1544906128.989,-453,-592,4279,0
1544906129.0050228,-469,-592,4277,0
1544906129.017618,-480,-587,4263,0
1544906129.0340095,-484,-571,4249,0
1544906129.0503316,-473,-558,4258,0
1544906129.062753,-453,-548,4280,0
1544906129.0791976,-436,-542,4254,0
1544906129.09526,-420,-554,4259,0
1544906129.1078417,-412,-575,4286,0
1544906129.1240473,-419,-589,4289,0
1544906129.1402507,-429,-606,4260,0
1544906129.1528687,-471,-622,4254,0
1544906129.1686018,-498,-642,4266,0
1544906129.1852212,-490,-650,4255,0
1544906129.1977346,-469,-659,4244,0
1544906129.2141016,-462,-674,4266,0
1544906129.230432,-463,-687,4279,0
1544906129.2429652,-456,-700,4272,0
1544906129.2593198,-453,-711,4251,0
1544906129.2753198,-449,-715,4244,0
1544906129.2879608,-453,-710,4254,0
1544906129.3043733,-473,-696,4271,0
1544906129.3204246,-496,-677,4253,0
1544906129.332901,-510,-661,4221,0
1544906129.3493094,-510,-649,4235,0
1544906129.3656023,-472,-637,4286,0
1544906129.37818,-406,-619,4293,0
1544906129.3945231,-386,-599,4279,0
1544906129.4105322,-415,-583,4255,0
1544906129.4229913,-461,-577,4264,0
1544906129.4395509,-478,-566,4282,0
1544906129.4556832,-462,-538,4257,0
1544906129.4683018,-445,-509,4226,0
1544906129.4844198,-459,-497,4242,0
1544906129.5005465,-477,-493,4292,0
1544906129.5132725,-459,-494,4274,0
1544906129.5295765,-432,-501,4237,0
1544906129.5455027,-440,-521,4253,0
1544906129.5581686,-466,-536,4285,0
1544906129.574699,-482,-544,4274,0
1544906129.590827,-488,-546,4246,0
1544906129.6034346,-488,-547,4251,0
1544906129.6190507,-477,-544,4248,0
1544906129.6359885,-461,-547,4233,0
1544906129.6484227,-452,-558,4256,0
1544906129.6647809,-447,-571,4285,0
1544906129.6808891,-445,-588,4302,0
1544906129.6934686,-453,-614,4285,0
1544906129.7097929,-456,-632,4260,0
1544906129.725969,-455,-645,4239,0
1544906129.738407,-472,-653,4246,0
1544906129.7546852,-482,-665,4285,0
1544906129.7708442,-461,-669,4286,0
1544906129.7835176,-440,-675,4251,0
1544906129.7999587,-447,-680,4244,0
1544906129.8160477,-470,-681,4268,0
1544906129.8284583,-470,-683,4284,0
1544906129.8448665,-448,-684,4283,0
1544906129.8610127,-418,-692,4301,0
1544906129.873616,-418,-692,4297,0
1544906129.8899934,-445,-682,4260,0
1544906129.9061136,-501,-673,4241,0
1544906129.9179885,-546,-657,4251,0
1544906129.934516,-524,-623,4279,0
1544906129.950606,-441,-570,4254,0
1544906129.96299,-420,-521,4255,0
1544906129.979341,-448,-476,4279,0
1544906129.9956,-452,-449,4251,0
1544906130.0080464,-440,-425,4225,0
1544906130.02444,-442,-405,4255,0
1544906130.0406952,-452,-395,4284,0
1544906130.0530837,-456,-401,4279,0
1544906130.069498,-450,-407,4257,0
1544906130.0857656,-458,-412,4233,0
1544906130.0981717,-468,-426,4211,0
1544906130.1145105,-481,-433,4212,0
1544906130.1308143,-484,-434,4238,0
1544906130.1435118,-477,-431,4262,0
1544906130.1599207,-449,-431,4270,0
1544906130.1761768,-433,-443,4264,0
1544906130.1887326,-425,-446,4275,0
1544906130.2052484,-426,-442,4278,0
1544906130.2213955,-447,-456,4248,0
1544906130.2339654,-481,-480,4242,0
1544906130.2503674,-499,-505,4250,0
1544906130.2662103,-488,-523,4244,0
1544906130.2788444,-458,-548,4260,0
1544906130.2951448,-435,-569,4292,0
1544906130.3111396,-437,-583,4293,0
1544906130.3234122,-449,-590,4284,0
1544906130.3397393,-469,-597,4274,0
1544906130.356074,-482,-608,4268,0
1544906130.3684711,-481,-621,4271,0
1544906130.3847554,-462,-635,4273,0
1544906130.4010253,-450,-640,4278,0
1544906130.413477,-448,-651,4284,0
1544906130.4299035,-453,-663,4276,0
1544906130.4461462,-455,-667,4273,0
1544906130.4623222,-460,-675,4268,0
1544906130.4752367,-456,-675,4265,0
1544906130.4915736,-455,-681,4271,0
1544906130.5074272,-448,-678,4276,0
1544906130.5206103,-453,-677,4277,0
1544906130.5366187,-463,-671,4270,0
1544906130.5525155,-464,-673,4262,0
1544906130.5654361,-456,-676,4268,0
1544906130.5816069,-459,-679,4268,0
1544906130.5974367,-459,-680,4275,0
1544906130.610014,-461,-677,4282,0
1544906130.6262865,-462,-674,4279,0
1544906130.6423652,-461,-675,4275,0
1544906130.655023,-463,-672,4268,0
1544906130.6713943,-460,-671,4259,0
1544906130.6875155,-454,-671,4253,0
1544906130.7000751,-451,-662,4258,0
1544906130.7163756,-453,-661,4261,0
1544906130.7325282,-459,-660,4258,0
1544906130.745637,-458,-651,4258,0
1544906130.7619846,-458,-647,4257,0
1544906130.7778745,-450,-646,4266,0
1544906130.7906952,-451,-638,4270,0
1544906130.8068416,-450,-627,4275,0
1544906130.8228295,-450,-616,4268,0
1544906130.8359451,-459,-611,4271,0
1544906130.852109,-458,-602,4265,0
1544906130.868022,-458,-596,4267,0
1544906130.8807523,-457,-590,4266,0
1544906130.897147,-460,-580,4260,0
1544906130.9129953,-460,-577,4261,0
1544906130.9262402,-458,-567,4259,0
1544906130.9423344,-460,-566,4261,0
1544906130.9578211,-454,-567,4264,0
1544906130.9708726,-455,-568,4270,0
1544906130.987034,-454,-561,4272,0
1544906131.003063,-460,-562,4266,0
1544906131.0161994,-460,-556,4261,0
1544906131.0321565,-462,-552,4263,0
1544906131.0481484,-462,-554,4268,0
1544906131.0611894,-462,-555,4270,0
1544906131.0771694,-461,-560,4269,0
1544906131.0930574,-457,-562,4270,0
1544906131.1061306,-459,-567,4264,0
1544906131.122406,-459,-565,4264,0
1544906131.1381733,-463,-570,4272,0
1544906131.1513362,-453,-566,4271,0
1544906131.1675014,-457,-570,4279,0
1544906131.1832025,-460,-575,4275,0
1544906131.1962066,-461,-578,4268,0
1544906131.2124453,-464,-581,4269,0
1544906131.2283633,-458,-582,4269,0
1544906131.2411382,-453,-587,4264,0
1544906131.2573712,-456,-590,4265,0
1544906131.2734933,-457,-586,4260,0
1544906131.2863946,-461,-591,4252,0
1544906131.3025582,-464,-589,4260,0
1544906131.318463,-460,-595,4267,0
1544906131.3313067,-455,-586,4261,0
1544906131.3475118,-455,-585,4262,0
1544906131.3633084,-456,-584,4260,0
1544906131.3762107,-457,-586,4269,0
1544906131.3924053,-455,-591,4272,0
1544906131.4082935,-453,-588,4271,0
1544906131.420782,-455,-589,4269,0
1544906131.437116,-457,-586,4264,0
1544906131.453258,-458,-586,4256,0
1544906131.4658375,-463,-583,4256,0
1544906131.482171,-459,-583,4260,0
1544906131.498279,-459,-585,4262,0
1544906131.5108776,-456,-585,4268,0
1544906131.5271885,-459,-581,4260,0
1544906131.543351,-457,-582,4258,0
1544906131.5559824,-455,-580,4262,0
1544906131.5722506,-451,-576,4265,0
1544906131.5883908,-452,-577,4265,0
1544906131.6010947,-452,-582,4260,0
1544906131.6173882,-449,-582,4258,0
1544906131.633424,-451,-579,4265,0
1544906131.6463768,-456,-578,4269,0
1544906131.6624496,-450,-580,4275,0
1544906131.6787672,-451,-585,4274,0
1544906131.6913447,-455,-582,4267,0
1544906131.7078874,-457,-580,4269,0
1544906131.7237864,-456,-586,4274,0
1544906131.7366679,-460,-585,4276,0
1544906131.752897,-457,-585,4274,0
1544906131.768978,-457,-582,4269,0
1544906131.7817957,-462,-581,4267,0
1544906131.7979202,-459,-578,4269,0
1544906131.8138247,-456,-576,4264,0
1544906131.8266885,-458,-576,4263,0
1544906131.842921,-463,-575,4270,0
1544906131.858774,-452,-576,4272,0
1544906131.8712916,-457,-586,4271,0
1544906131.8875797,-458,-584,4263,0
1544906131.9037602,-460,-584,4260,0
1544906131.9163127,-461,-583,4269,0
1544906131.9326057,-457,-581,4268,0
1544906131.9487844,-456,-578,4265,0
1544906131.9613063,-455,-580,4264,0
1544906131.9780126,-459,-583,4265,0
1544906131.9938562,-455,-584,4267,0
1544906132.0069072,-454,-585,4273,0
1544906132.0231507,-456,-586,4273,0
1544906132.039207,-459,-589,4271,0
1544906132.0521376,-456,-585,4274,0
1544906132.0682714,-458,-577,4274,0
1544906132.0842252,-463,-572,4272,0
1544906132.0971386,-459,-578,4268,0
1544906132.1134398,-460,-577,4263,0
1544906132.1293244,-458,-574,4257,0
1544906132.1421344,-459,-575,4256,0
1544906132.1582668,-458,-577,4260,0
1544906132.1742845,-460,-576,4258,0
1544906132.187073,-458,-574,4260,0
1544906132.2033665,-457,-580,4262,0
1544906132.2193165,-455,-586,4256,0
1544906132.2322888,-454,-587,4256,0
1544906132.248595,-449,-580,4266,0
1544906132.264585,-453,-579,4269,0
1544906132.2771292,-455,-579,4266,0
1544906132.2934577,-449,-577,4262,0
1544906132.30956,-450,-582,4266,0
1544906132.322317,-448,-582,4268,0
1544906132.338612,-451,-580,4275,0
1544906132.3543384,-452,-584,4269,0
1544906132.3673804,-451,-580,4269,0
1544906132.3836725,-456,-580,4274,0
1544906132.3995733,-454,-581,4271,0
1544906132.412288,-454,-582,4266,0
1544906132.4284713,-456,-580,4269,0
1544906132.4446096,-456,-581,4263,0
1544906132.4575107,-456,-582,4262,0
1544906132.473682,-451,-585,4264,0
1544906132.4896262,-458,-586,4271,0
1544906132.5023477,-455,-579,4277,0
1544906132.51911,-455,-579,4277,0
1544906132.5347936,-452,-583,4277,0
1544906132.5474558,-452,-577,4278,0
1544906132.563804,-450,-575,4278,0
1544906132.5798824,-456,-578,4278,0
1544906132.5926256,-455,-579,4272,0
1544906132.6089568,-458,-581,4265,0
1544906132.6246939,-458,-575,4267,0
1544906132.6374826,-458,-577,4264,0
1544906132.6539712,-457,-582,4272,0
1544906132.669894,-459,-587,4280,0
1544906132.6825206,-460,-592,4284,0
1544906132.6989508,-457,-591,4277,0
1544906132.714904,-454,-584,4272,0
1544906132.727609,-455,-579,4269,0
1544906132.7440996,-455,-581,4273,0
1544906132.7600348,-452,-581,4273,0
1544906132.772783,-455,-586,4264,0
1544906132.7891245,-451,-579,4261,0
1544906132.8050272,-454,-579,4269,0
1544906132.817683,-457,-583,4269,0
1544906132.833956,-460,-585,4269,0
1544906132.8499117,-455,-584,4264,0
1544906132.8624582,-449,-578,4266,0
1544906132.878558,-445,-580,4267,0
1544906132.8947225,-452,-583,4270,0
1544906132.9073093,-454,-586,4271,0
1544906132.9235713,-452,-587,4275,0
1544906132.939795,-451,-581,4269,0
1544906132.9523067,-454,-579,4263,0
1544906132.9686306,-455,-582,4266,0
1544906132.9848683,-453,-583,4262,0
1544906132.9973419,-453,-582,4263,0
1544906133.0137324,-454,-577,4267,0
1544906133.0298667,-454,-576,4267,0
1544906133.0423708,-455,-577,4265,0
1544906133.058688,-454,-579,4265,0
1544906133.0749412,-454,-575,4263,0
1544906133.087428,-457,-577,4263,0
1544906133.1037815,-459,-576,4267,0
1544906133.1199281,-458,-580,4268,0
1544906133.132546,-458,-576,4267,0
1544906133.1488185,-460,-573,4266,0
1544906133.1650102,-457,-581,4260,0
1544906133.1775923,-458,-579,4270,0
1544906133.1939113,-461,-572,4271,0
1544906133.2099957,-457,-570,4269,0
1544906133.222532,-460,-570,4264,0
1544906133.238859,-459,-573,4263,0
1544906133.25521,-460,-575,4269,0
1544906133.2680104,-463,-569,4275,0
1544906133.2845216,-460,-574,4274,0
1544906133.300294,-456,-577,4272,0
1544906133.3132343,-456,-576,4266,0
1544906133.3294172,-460,-574,4268,0
1544906133.3454084,-456,-579,4269,0
1544906133.3584158,-455,-583,4266,0
1544906133.3746917,-456,-581,4261,0
1544906133.390527,-458,-580,4261,0
