1544907293.3631864,interrupt,detection,(Arduino,external
1544907294.780413,-329,-379,4324,0
1544907294.7969048,-338,-382,4325,0
1544907294.813066,-340,-386,4330,0
1544907294.8256662,-337,-382,4323,0
1544907294.8421822,-332,-386,4325,0
1544907294.8575537,-333,-389,4322,0
1544907294.8705022,-333,-389,4324,0
1544907294.8863525,-333,-395,4327,0
1544907294.9025626,-332,-403,4328,0
1544907294.9150438,-335,-400,4326,0
1544907294.931367,-331,-402,4332,0
1544907294.947577,-333,-404,4333,0
1544907294.9600346,-324,-408,4335,0
1544907294.9764242,-322,-416,4334,0
1544907294.9930263,-327,-419,4327,0
1544907295.0055163,-323,-423,4330,0
1544907295.0218782,-318,-427,4325,0
1544907295.0381691,-318,-430,4332,0
1544907295.0507364,-325,-432,4325,0
1544907295.0669947,-334,-435,4324,0
1544907295.0833685,-335,-434,4321,0
1544907295.095877,-326,-433,4323,0
1544907295.1124144,-321,-433,4332,0
1544907295.1282203,-317,-433,4334,0
1544907295.1408577,-318,-436,4333,0
1544907295.157148,-320,-445,4322,0
1544907295.1733556,-318,-443,4315,0
1544907295.1858406,-320,-446,4324,0
1544907295.2023678,-320,-449,4328,0
1544907295.2185483,-315,-450,4335,0
1544907295.2310247,-317,-453,4330,0
1544907295.2474048,-314,-451,4327,0
1544907295.2635403,-313,-451,4327,0
1544907295.2761095,-313,-456,4328,0
1544907295.2924933,-316,-457,4329,0
1544907295.3086665,-315,-458,4327,0
1544907295.3209999,-313,-462,4334,0
1544907295.3373857,-316,-464,4328,0
1544907295.3536663,-316,-468,4333,0
1544907295.3662395,-312,-470,4333,0
1544907295.3827002,-311,-470,4334,0
1544907295.3986847,-312,-476,4335,0
1544907295.411154,-314,-476,4335,0
1544907295.4277112,-314,-477,4330,0
1544907295.4438267,-313,-476,4325,0
1544907295.4564176,-317,-479,4327,0
1544907295.4728165,-315,-472,4328,0
1544907295.4888515,-315,-475,4325,0
1544907295.5013618,-314,-479,4325,0
1544907295.5177712,-314,-485,4330,0
1544907295.5337334,-312,-489,4336,0
1544907295.5462599,-308,-493,4336,0
1544907295.5628572,-312,-495,4329,0
1544907295.5789554,-312,-496,4325,0
1544907295.5914588,-309,-508,4319,0
1544907295.6078436,-311,-514,4326,0
1544907295.6239545,-314,-512,4333,0
1544907295.6366074,-311,-521,4341,0
1544907295.652951,-307,-524,4347,0
1544907295.6691213,-306,-527,4344,0
1544907295.6815908,-309,-525,4334,0
1544907295.6979804,-308,-520,4336,0
1544907295.7140942,-311,-521,4335,0
1544907295.7268045,-311,-524,4335,0
1544907295.7428963,-306,-522,4333,0
1544907295.7590802,-307,-519,4333,0
1544907295.7716675,-310,-521,4333,0
1544907295.7880597,-315,-522,4338,0
1544907295.804318,-317,-518,4333,0
1544907295.8167164,-315,-516,4333,0
1544907295.8331187,-304,-510,4332,0
1544907295.8493662,-299,-511,4334,0
1544907295.8619094,-305,-511,4338,0
1544907295.8783875,-311,-508,4344,0
1544907295.8943105,-306,-509,4343,0
1544907295.9067857,-307,-513,4343,0
1544907295.92334,-310,-514,4345,0
1544907295.9395015,-307,-517,4335,0
1544907295.952043,-304,-520,4334,0
1544907295.9681816,-306,-527,4338,0
1544907295.9845135,-306,-526,4343,0
1544907295.9970653,-311,-531,4330,0
1544907296.0135818,-312,-538,4325,0
1544907296.0294633,-314,-546,4334,0
1544907296.041962,-312,-547,4337,0
1544907296.0584924,-308,-543,4338,0
1544907296.0746167,-314,-548,4344,0
1544907296.0872626,-312,-550,4341,0
1544907296.1036932,-309,-551,4338,0
1544907296.1197968,-300,-548,4330,0
1544907296.1321752,-302,-548,4335,0
1544907296.1486306,-309,-547,4334,0
1544907296.1643465,-303,-546,4329,0
1544907296.1771188,-297,-545,4330,0
1544907296.1935866,-301,-543,4333,0
1544907296.2098696,-302,-541,4329,0
1544907296.2222686,-303,-540,4333,0
1544907296.2387214,-302,-538,4342,0
1544907296.2548475,-302,-536,4340,0
1544907296.2671893,-303,-533,4337,0
1544907296.2836108,-303,-534,4337,0
1544907296.2999885,-294,-532,4336,0
1544907296.3157003,-295,-539,4347,0
1544907296.3287945,-295,-539,4346,0
1544907296.3450747,-297,-544,4347,0
1544907296.3609686,-300,-554,4346,0
1544907296.3737762,-300,-557,4340,0
1544907296.3900194,-304,-562,4344,0
1544907296.405785,-306,-557,4344,0
1544907296.41894,-300,-556,4338,0
1544907296.435156,-301,-556,4333,0
1544907296.4508781,-307,-557,4333,0
1544907296.4632845,-298,-556,4331,0
1544907296.4800372,-285,-551,4333,0
1544907296.4960556,-279,-548,4341,0
1544907296.5089753,-283,-543,4332,0
1544907296.525045,-298,-546,4333,0
1544907296.5409338,-309,-548,4336,0
1544907296.55394,-304,-545,4336,0
1544907296.5703363,-299,-550,4331,0
1544907296.5860415,-293,-544,4327,0
1544907296.599033,-294,-543,4331,0
1544907296.6154056,-296,-539,4336,0
1544907296.631262,-299,-535,4338,0
1544907296.644318,-303,-539,4333,0
1544907296.6604295,-331,-523,4315,0
1544907296.676273,-343,-518,4326,0
1544907296.6892946,-296,-509,4339,0
1544907296.705471,-239,-496,4356,0
1544907296.7212534,-235,-483,4361,0
1544907296.7341373,-278,-482,4340,0
1544907296.7503595,-318,-489,4324,0
1544907296.7664008,-311,-509,4337,0
1544907296.779457,-286,-536,4339,0
1544907296.7953637,-281,-551,4329,0
1544907296.8113394,-318,-569,4321,0
1544907296.8243315,-349,-583,4312,0
1544907296.840688,-343,-589,4303,0
1544907296.8566105,-291,-600,4332,0
1544907296.86944,-243,-613,4359,0
1544907296.8856678,-230,-624,4362,0
1544907296.9016094,-258,-638,4358,0
1544907296.9146292,-297,-643,4339,0
1544907296.9306245,-324,-643,4322,0
1544907296.946549,-330,-630,4324,0
1544907296.9595923,-325,-609,4324,0
1544907296.9758494,-302,-579,4325,0
1544907296.991762,-283,-553,4335,0
1544907297.0046108,-283,-519,4347,0
1544907297.0208228,-293,-489,4333,0
1544907297.0366688,-288,-468,4338,0
1544907297.0497994,-279,-454,4338,0
1544907297.0659192,-263,-456,4345,0
1544907297.0818205,-258,-458,4348,0
1544907297.0947552,-280,-474,4345,0
1544907297.1109369,-331,-496,4326,0
1544907297.1267757,-364,-504,4302,0
1544907297.1398828,-341,-516,4316,0
1544907297.1560726,-282,-526,4338,0
1544907297.1717513,-228,-540,4364,0
1544907297.1847713,-215,-548,4379,0
1544907297.2010515,-253,-562,4355,0
1544907297.216831,-309,-570,4328,0
1544907297.2298794,-339,-584,4321,0
1544907297.2462177,-324,-597,4329,0
1544907297.2621484,-291,-607,4342,0
1544907297.2750213,-265,-615,4354,0
1544907297.2912142,-259,-612,4337,0
1544907297.3071363,-279,-618,4335,0
1544907297.3201487,-303,-618,4328,0
1544907297.336375,-318,-617,4324,0
1544907297.3520033,-304,-620,4329,0
1544907297.3649864,-294,-617,4331,0
1544907297.3813207,-290,-607,4338,0
1544907297.3972425,-294,-586,4325,0
1544907297.410278,-304,-561,4325,0
1544907297.4262238,-307,-536,4324,0
1544907297.4422297,-300,-514,4315,0
1544907297.455168,-298,-492,4323,0
1544907297.4714165,-286,-467,4317,0
1544907297.487461,-268,-441,4333,0
1544907297.50031,-259,-411,4360,0
1544907297.5166647,-279,-385,4361,0
1544907297.5323179,-298,-361,4358,0
1544907297.5454383,-320,-344,4337,0
1544907297.5617082,-327,-321,4328,0
1544907297.5773685,-316,-307,4323,1
1544907297.5902846,-307,-288,4320,1
1544907297.606764,-305,-277,4312,1
1544907297.6226869,-306,-270,4322,1
1544907297.635271,-312,-263,4338,1
1544907297.6516764,-304,-250,4363,1
1544907297.6676242,-285,-244,4382,1
1544907297.6806052,-272,-238,4389,1
1544907297.6968753,-276,-233,4381,1
1544907297.7127733,-286,-231,4370,1
1544907297.7254126,-293,-235,4379,1
1544907297.7418325,-295,-245,4380,1
1544907297.7577984,-283,-245,4365,1
1544907297.7706785,-268,-245,4336,1
1544907297.7869163,-254,-243,4321,1
1544907297.802846,-257,-237,4309,1
1544907297.8157237,-279,-230,4285,1
1544907297.832083,-304,-215,4295,1
1544907297.8478386,-320,-196,4329,1
1544907297.860626,-322,-181,4315,1
1544907297.8770473,-323,-164,4321,1
1544907297.8930643,-315,-172,4354,1
1544907297.905845,-269,-163,4343,1
1544907297.9220936,-190,-154,4336,1
1544907297.9380352,-144,-151,4390,1
1544907297.9507897,-170,-159,4399,1
1544907297.9671066,-266,-161,4349,1
1544907297.9829433,-354,-149,4336,1
1544907297.995816,-404,-145,4432,1
1544907298.0122433,-391,-156,4467,1
1544907298.0280178,-305,-161,4365,1
1544907298.04087,-232,-174,4298,1
1544907298.0570192,-205,-180,4317,1
1544907298.0730646,-244,-185,4378,1
1544907298.0860317,-336,-202,4349,1
1544907298.1023455,-423,-226,4252,1
1544907298.1182835,-435,-251,4243,1
1544907298.131066,-343,-279,4293,1
1544907298.1472783,-240,-284,4369,1
1544907298.1631265,-173,-280,4434,1
1544907298.176161,-162,-270,4399,1
1544907298.1923058,-204,-252,4285,1
1544907298.2082448,-324,-228,4197,1
1544907298.2211318,-458,-224,4307,1
1544907298.2374024,-483,-233,4507,1
1544907298.2535048,-347,-209,4485,1
1544907298.2662272,-201,-201,4300,1
1544907298.2824774,-192,-199,4217,1
1544907298.298529,-266,-196,4225,1
1544907298.3113363,-343,-235,4511,1
1544907298.3276753,-348,-247,4636,1
1544907298.3433797,-314,-232,4442,1
1544907298.3562121,-256,-221,4315,1
1544907298.3727195,-112,-228,4272,1
1544907298.3886008,-94,-257,4356,1
1544907298.40129,-233,-254,4439,1
1544907298.4175482,-329,-248,4408,1
1544907298.433681,-358,-248,4246,1
1544907298.446521,-364,-277,4324,1
1544907298.4626365,-318,-286,4421,1
1544907298.4787385,-364,-295,4321,1
1544907298.4913678,-354,-309,4324,1
1544907298.5078328,-216,-292,4330,1
1544907298.5236516,-268,-279,4361,1
1544907298.5366147,-430,-272,4358,1
1544907298.5529377,-386,-268,4371,1
1544907298.5688875,-188,-244,4530,1
1544907298.581612,-14,-260,4629,1
1544907298.5977829,36,-225,4403,1
1544907298.6138017,-131,-221,4169,1
1544907298.6265955,-420,-242,4417,1
1544907298.643148,-624,-223,4559,1
1544907298.6589918,-380,-193,4280,1
1544907298.6717813,-49,-137,4036,1
1544907298.6880302,41,-136,4259,1
1544907298.703958,-151,-114,4393,1
1544907298.7167695,-517,-88,4702,1
1544907298.733376,-685,-166,4848,1
1544907298.7491357,-461,-100,4288,1
1544907298.7617764,-101,-9,3771,1
1544907298.7780762,108,37,3917,1
1544907298.793942,118,46,4153,1
1544907298.8069217,-69,68,4425,1
1544907298.8231323,-380,79,4737,1
1544907298.8389778,-579,77,4457,1
1544907298.8519232,-603,125,4198,1
1544907298.8683503,-453,148,4556,1
1544907298.884236,-193,159,4450,1
1544907298.896949,-156,230,4472,1
1544907298.913238,-134,313,4502,1
1544907298.9293213,-62,318,4174,1
1544907298.9421191,-104,308,4145,1
1544907298.9584265,-561,273,4652,1
1544907298.9742887,-652,258,4479,1
1544907298.987144,-513,219,4108,1
1544907299.0035772,-497,214,4404,1
1544907299.0192745,-467,127,4641,1
1544907299.0322511,-288,91,4487,1
1544907299.0483575,-79,46,4122,1
1544907299.0643797,88,5,4077,2
1544907299.0772636,54,-87,4351,2
1544907299.0936859,-150,-130,4625,2
1544907299.1095867,-228,-152,4383,2
1544907299.1222098,-248,-130,4519,2
1544907299.1386974,-210,-173,4913,2
1544907299.1546025,-72,-263,4538,2
1544907299.167317,-274,-256,4180,2
1544907299.1835673,-428,-228,3726,2
1544907299.1996338,-359,-288,3655,2
1544907299.2124145,-336,-296,4099,2
1544907299.2288842,-340,-326,4576,2
1544907299.2445486,-493,-255,4736,2
1544907299.2573276,-239,-264,4306,2
1544907299.27372,-106,-212,4221,2
1544907299.2899103,-165,-160,4461,2
1544907299.3025405,-216,-66,4415,2
1544907299.318864,-160,-17,3985,2
1544907299.3347907,-285,24,4233,2
1544907299.3475645,-337,37,4633,2
1544907299.3640523,-330,82,5308,2
1544907299.3799515,-373,80,5494,2
1544907299.3926127,-179,72,3875,2
1544907299.408957,-79,291,3456,2
1544907299.4249177,44,149,4045,2
1544907299.437717,-249,11,5282,2
1544907299.4538553,-316,32,4891,2
1544907299.4698906,-18,-6,3326,2
1544907299.4827716,-140,-46,3718,2
1544907299.499271,-276,-302,4915,2
1544907299.515178,-590,-190,5779,2
1544907299.527666,-320,-251,4079,2
1544907299.544074,-278,-225,2852,2
1544907299.5602481,-332,-139,3590,2
1544907299.5729387,-422,-301,4327,2
1544907299.5890794,-501,-333,5181,3
1544907299.6051095,-422,-416,4565,3
1544907299.6178586,-69,-307,4167,3
1544907299.6342618,-48,-464,3979,3
1544907299.6502311,-78,-592,4609,3
1544907299.6628501,-187,-480,4953,3
1544907299.6792204,-89,-498,4277,3
1544907299.695367,-119,-493,3917,3
1544907299.7079992,-466,-423,3974,3
1544907299.7245438,-717,-393,4137,3
1544907299.740308,-799,-432,3834,3
1544907299.7529337,-670,-227,4278,3
1544907299.7694914,-558,-426,4424,3
1544907299.785497,-504,-365,5760,3
1544907299.7982666,-85,-460,5255,3
1544907299.814361,72,-408,4336,3
1544907299.8303137,-45,-369,4166,3
1544907299.8432453,-63,-313,3770,3
1544907299.8597012,-107,-247,3763,3
1544907299.8753986,-95,-250,4185,3
1544907299.888136,-164,-181,4422,3
1544907299.9046147,-410,-192,4510,3
1544907299.9207044,-448,-277,4584,3
1544907299.933376,-357,-385,4599,3
1544907299.9497423,-504,-341,4581,3
1544907299.9654858,-471,-398,4333,3
1544907299.9784431,-318,-419,4358,3
1544907299.9946783,33,-449,4399,4
1544907300.010589,95,-487,4505,4
1544907300.0235054,-298,-476,4281,4
1544907300.0397542,-400,-499,3666,4
1544907300.0558085,-471,-482,4257,4
1544907300.068457,-358,-526,5133,4
1544907300.0846546,-355,-508,4729,4
1544907300.1007667,-432,-473,4375,4
1544907300.1136217,-219,-522,4147,4
1544907300.1299922,105,-486,3489,4
1544907300.1459446,-94,-497,3640,4
1544907300.1584346,-365,-560,5277,4
1544907300.1748316,-336,-688,5880,4
1544907300.1909742,-183,-510,5169,4
1544907300.203523,81,-503,3278,4
1544907300.2200809,244,-387,3313,4
1544907300.2359006,246,-458,3976,4
1544907300.2486742,-304,-308,4491,4
1544907300.265069,-621,-248,4590,4
1544907300.2811291,-769,-289,5150,4
1544907300.293621,-552,-219,4558,4
1544907300.310047,-199,-186,3413,4
1544907300.3262346,-219,-154,3911,4
1544907300.3388033,-154,-249,4902,5
1544907300.3553188,-230,-222,4891,5
1544907300.3712296,-167,-244,4112,5
1544907300.3836572,220,-245,3686,5
1544907300.40023,464,-260,3904,5
1544907300.4163349,-82,-319,4703,5
1544907300.4290383,-412,-272,4772,5
1544907300.4452405,-318,-223,4616,5
1544907300.461215,9,-296,3700,5
1544907300.4739435,-95,-358,3954,5
1544907300.490483,-590,-494,5467,5
1544907300.5062354,-377,-691,5076,5
1544907300.518884,188,-468,3379,5
1544907300.5354195,488,-428,2520,5
1544907300.551504,178,-609,4406,5
1544907300.5642297,-292,-474,5411,5
1544907300.580514,-468,-472,4485,5
1544907300.5964606,-398,-390,3820,5
1544907300.609172,-644,-568,3393,5
1544907300.6256738,-764,-549,4495,5
1544907300.6415124,-292,-740,5331,6
1544907300.6543303,-105,-630,5227,6
1544907300.670651,352,-600,3832,6
1544907300.686703,156,-557,3866,6
1544907300.699317,-20,-608,4376,6
1544907300.7154975,-198,-499,3742,6
1544907300.7315192,-495,-357,3752,6
1544907300.7442524,-600,-412,4258,6
1544907300.7608204,-845,-522,4554,6
1544907300.7768419,-833,-543,4884,6
1544907300.7893004,-422,-503,5803,6
1544907300.805779,573,-690,4892,6
1544907300.8218503,1142,-449,3579,6
1544907300.834369,855,-392,2701,6
1544907300.8508036,137,-415,3542,6
1544907300.8667889,-607,-301,5137,6
1544907300.8795092,-889,-358,5472,6
1544907300.8958938,-737,-279,4564,6
1544907300.9119623,-185,-350,4063,6
1544907300.9243634,-147,-414,4849,6
1544907300.9407973,-163,-500,5476,7
1544907300.9568946,-135,-387,4265,7
1544907300.969623,-50,-319,3246,7
1544907300.986028,-112,-361,2966,7
1544907301.002085,-1064,-193,3919,7
1544907301.0146673,-1926,-171,4934,7
1544907301.030927,-1684,-378,5035,7
1544907301.0470743,-1071,-416,4948,7
1544907301.0598617,-302,-361,5370,7
1544907301.076376,794,-646,4213,7
1544907301.092242,1107,-566,4246,7
1544907301.1047506,1061,-545,4436,7
1544907301.1211865,240,-632,4573,7
1544907301.1370075,-65,-515,3722,7
1544907301.1497657,-373,-521,3689,7
1544907301.166049,-131,-536,3254,7
1544907301.1822813,210,-637,3160,7
1544907301.1949377,230,-742,4148,8
1544907301.2112374,-177,-883,5089,8
1544907301.227238,-349,-876,5045,8
1544907301.2398653,-159,-948,3597,8
1544907301.2562947,-313,-974,3418,8
1544907301.2722776,-652,-948,3854,8
1544907301.2849197,-573,-1036,3697,8
1544907301.3013594,-604,-1052,4597,8
1544907301.3174572,-657,-1082,5724,8
1544907301.3302858,-402,-1211,6180,8
1544907301.3462625,11,-896,4979,8
1544907301.3623865,330,-741,3647,8
1544907301.3750744,345,-699,3550,8
1544907301.3915904,-88,-642,3627,8
1544907301.4076025,-382,-561,3192,8
1544907301.4202704,-1169,-483,3816,8
1544907301.4366102,-605,-318,3260,8
1544907301.4526582,103,-254,3890,8
1544907301.4650643,-342,-308,5435,9
1544907301.481405,-313,-410,6478,9
1544907301.4975743,363,-281,6543,9
1544907301.5103142,509,-222,4372,9
1544907301.526714,-52,-261,3839,9
1544907301.542828,-901,-254,4228,9
1544907301.5551662,-1238,-397,5649,9
1544907301.571647,-615,-570,5666,9
1544907301.5877726,227,-698,4212,9
1544907301.6002467,591,-433,3315,9
1544907301.6167314,468,-397,1484,9
1544907301.6328266,-110,-246,233,9
1544907301.6453886,-491,-169,81,9
1544907301.6618547,-649,-408,-358,9
1544907301.6780345,-1100,-286,1665,9
1544907301.6905432,-420,-706,2596,9
1544907301.706761,-349,-912,4471,9
1544907301.7229085,-376,-940,5863,10
1544907301.7355926,492,-863,5487,10
1544907301.7519572,899,-873,5017,10
1544907301.7680404,532,-616,3661,10
1544907301.7805336,198,-620,2815,10
1544907301.7969244,-499,-478,4104,10
1544907301.813116,-775,-627,5194,10
1544907301.8256822,-680,-771,4865,10
1544907301.842078,-19,-569,4805,10
1544907301.8582041,594,-531,5358,10
1544907301.8705788,647,-639,5476,10
1544907301.886955,245,-490,4358,10
1544907301.9032066,-345,-368,2787,10
1544907301.9156895,-733,-428,3026,10
1544907301.93225,-1174,-577,3968,10
1544907301.948419,-1377,-483,5117,10
1544907301.9642487,-1264,-629,5030,11
1544907301.9770746,-825,-653,4585,11
1544907301.9932973,-49,-627,5225,11
1544907302.0059385,299,-710,4610,11
1544907302.0220973,293,-515,3771,11
1544907302.0382624,10,-332,3135,11
1544907302.0509253,-104,-273,4345,11
1544907302.0671525,-332,-457,4878,11
1544907302.0833673,-327,-142,4668,11
1544907302.0959904,478,-316,4065,11
1544907302.1122818,369,-279,5351,11
1544907302.1284733,-21,-491,5095,11
1544907302.141048,-502,-378,3627,11
1544907302.157681,-472,-525,3001,11
1544907302.1737118,-704,-614,4451,11
1544907302.189446,-942,-599,4266,11
1544907302.2026393,-1009,-717,3838,12
1544907302.2187707,-885,-722,4928,12
1544907302.2346513,-193,-943,5386,12
1544907302.2477534,446,-831,4271,12
1544907302.263654,-67,-732,3904,12
1544907302.276267,183,-845,3344,12
1544907302.2926142,61,-907,3825,12
1544907302.3088977,-164,-912,3867,12
1544907302.324577,186,-1053,4446,12
1544907302.3376036,418,-1112,5343,12
1544907302.3538299,464,-1275,5688,12
1544907302.3698719,186,-1210,5452,12
1544907302.382941,-290,-1228,4656,12
1544907302.398983,-483,-1205,3642,12
1544907302.4148257,-599,-1257,3705,12
1544907302.4279187,-964,-1269,3979,13
1544907302.443938,-1156,-1293,4633,13
1544907302.4598413,-510,-1344,4952,13
1544907302.4727702,398,-1384,3607,13
1544907302.489145,323,-1118,3393,13
1544907302.5049691,-101,-1203,4244,13
1544907302.5179343,-581,-1219,5360,13
1544907302.5340395,-197,-1227,3678,13
1544907302.54649,-45,-965,3708,13
1544907302.5630345,307,-1185,4189,13
1544907302.5791783,33,-1279,5299,13
1544907302.5951452,-13,-1212,5235,13
1544907302.6079807,-308,-1090,3730,13
1544907302.6241965,-203,-956,4051,13
1544907302.6401396,-52,-1240,4202,13
1544907302.6531897,-522,-1150,4027,13
1544907302.6693635,-515,-1087,3800,14
1544907302.685118,-319,-1170,4351,14
1544907302.6981611,-462,-1123,5263,14
1544907302.7143433,-598,-1142,4942,14
1544907302.7303376,-338,-1050,3243,14
1544907302.7430706,-285,-872,2517,14
1544907302.7593124,-364,-968,3587,14
1544907302.7753804,-263,-1199,3598,14
1544907302.7881877,-6,-920,4532,14
1544907302.804552,775,-1204,4870,14
1544907302.820261,801,-1195,5620,14
1544907302.8332086,344,-1265,4009,14
1544907302.8495593,-59,-943,3544,14
1544907302.865514,-837,-922,3954,14
1544907302.8784878,-9,-1139,5298,14
1544907302.8944461,-65,-1094,4752,14
1544907302.9103844,75,-1064,2749,14
1544907302.9234607,384,-885,2902,14
1544907302.9396386,92,-1147,4678,15
1544907302.955395,-458,-1120,5683,15
1544907302.9684255,-636,-1035,4582,15
1544907302.9846544,-611,-836,2534,15
1544907303.0005631,-436,-766,3056,15
1544907303.013549,-1054,-950,4478,15
1544907303.0297468,-789,-1062,4244,15
1544907303.0454884,54,-878,4314,15
1544907303.0585794,610,-1023,4636,15
1544907303.0748284,409,-1109,5935,15
1544907303.0907338,-107,-1185,5980,15
1544907303.103763,-333,-1000,4454,15
1544907303.1199799,-716,-882,3070,15
1544907303.1358202,-527,-963,2220,15
1544907303.1488006,-549,-764,4250,15
1544907303.1645367,-789,-1072,3777,15
1544907303.1808097,-127,-909,4126,15
1544907303.1936357,500,-934,3763,16
1544907303.21005,397,-983,4593,16
1544907303.2259438,-179,-964,5742,16
1544907303.2388709,-439,-1038,4577,16
1544907303.2550669,-563,-801,3513,16
1544907303.2709455,-415,-819,3775,16
1544907303.2837691,-628,-978,4399,16
1544907303.3001165,-205,-939,4115,16
1544907303.3157802,225,-849,3866,16
1544907303.3289335,759,-1020,4762,16
1544907303.3452523,570,-1146,6037,16
1544907303.361194,112,-1149,5826,16
1544907303.3739028,-448,-1060,4222,16
1544907303.3901794,-547,-888,2918,16
1544907303.4060578,-547,-957,2929,16
1544907303.4190876,-507,-980,3753,16
1544907303.4354184,-810,-1032,3811,16
1544907303.4513004,-157,-1022,4355,16
1544907303.4639504,277,-1084,4089,16
1544907303.4804335,107,-1009,4794,17
1544907303.4964375,-354,-959,5456,17
1544907303.5093043,-487,-948,5231,17
1544907303.525308,-364,-934,4431,17
1544907303.5412066,-177,-832,3408,17
1544907303.554079,-229,-802,3222,17
1544907303.5705423,-379,-888,4406,17
1544907303.586284,-347,-925,5208,17
1544907303.5991251,165,-931,4871,17
1544907303.615589,527,-917,4954,17
1544907303.6315408,482,-1018,5877,17
1544907303.6444263,5,-989,5567,17
1544907303.6605682,-317,-912,4164,17
1544907303.6765525,-466,-780,3110,17
1544907303.6892653,-629,-787,4041,17
1544907303.705757,-355,-916,4964,17
1544907303.7214856,-476,-916,4733,17
1544907303.73439,-434,-810,4232,17
1544907303.7505813,-117,-975,3748,17
1544907303.7666454,-463,-910,5001,17
1544907303.7795925,-654,-919,5303,17
1544907303.7956283,-646,-897,4783,18
1544907303.8116083,-137,-854,2917,18
1544907303.82449,90,-674,2171,18
1544907303.8408937,290,-755,2759,18
1544907303.856799,48,-872,4773,18
1544907303.8696778,-586,-793,5752,18
1544907303.885909,-476,-902,4620,18
1544907303.901832,-38,-812,3935,18
1544907303.9147925,-11,-834,3975,18
1544907303.9311762,-152,-876,5210,18
1544907303.9466875,-156,-915,5458,18
1544907303.9597397,-172,-869,3946,18
1544907303.9760106,-129,-769,2545,18
1544907303.9919996,-409,-740,2723,18
