1544907397.062724,-207,-23,4345,28
1544907397.0628853,-208,-19,4345,28
1544907397.0630643,-202,-15,4343,28
1544907397.063216,-201,-8,4340,28
1544907397.0633652,-195,-2,4339,28
1544907398.2565038,interrupt,detection,(Arduino,external
1544907398.260257,ready!,Waiting,for,first
1544907398.2637908,-4867,5738,1736,0
1544907398.2765453,-4840,5691,4261,0
1544907398.292627,-4893,5651,5855,0
1544907398.308844,-4979,5621,6815,0
1544907398.3215287,-4922,5614,7336,0
1544907398.3378983,-5018,5597,7656,0
1544907398.3540683,-5025,5619,7788,0
1544907398.366471,-5085,5624,7733,0
1544907398.3828166,-5121,5659,7665,0
1544907398.3991628,-5121,5671,7663,0
1544907398.4116716,-4919,5672,7650,0
1544907398.4279914,-4599,5633,7654,0
1544907398.4440508,-4172,5564,7690,0
1544907398.456764,-3856,5457,7607,0
1544907398.4731777,-3773,5359,7433,0
1544907398.489072,-4014,5268,7270,0
1544907398.5011704,-4350,5165,7175,0
1544907398.5175917,-4589,5075,7043,0
1544907398.5337658,-4637,4981,6904,0
1544907398.5461917,-4536,4886,6820,0
1544907398.5625882,-4353,4792,6774,0
1544907398.5788374,-4171,4729,6723,0
1544907398.5913513,-4037,4666,6672,0
1544907398.6076977,-3949,4607,6596,0
1544907398.6238935,-3888,4549,6514,0
1544907398.6363115,-3873,4500,6444,0
1544907398.6527271,-3870,4447,6382,0
1544907398.6693008,-3853,4400,6311,0
1544907398.685505,-3824,4345,6216,0
1544907398.6982327,-3783,4300,6148,0
1544907398.714183,-3722,4254,6085,0
1544907398.730468,-3631,4213,6032,0
1544907398.7435527,-3523,4149,6024,0
1544907398.7597387,-3417,4094,6012,0
1544907398.7755842,-3377,4032,5930,0
1544907398.7885027,-3385,3979,5812,0
1544907398.8045971,-3413,3907,5757,0
1544907398.8205538,-3412,3831,5665,0
1544907398.8335063,-3408,3747,5553,0
1544907398.8498156,-3374,3659,5549,0
1544907398.8655126,-3327,3553,5577,0
1544907398.8786654,-3248,3454,5532,0
1544907398.8948257,-3185,3364,5426,0
1544907398.9106894,-3165,3236,5334,0
1544907398.9235597,-3151,3065,5317,0
1544907398.9398746,-3130,2941,5327,0
1544907398.95579,-3067,2848,5267,0
1544907398.9687157,-2984,2775,5216,0
1544907398.9848359,-2922,2704,5239,0
1544907399.0007493,-2836,2663,5252,0
1544907399.014089,-2730,2638,5220,0
1544907399.0299637,-2670,2611,5171,0
1544907399.0459874,-2697,2601,5069,0
1544907399.0590215,-2726,2564,5009,0
1544907399.0750027,-2746,2503,5024,0
1544907399.091034,-2738,2441,5016,0
1544907399.1039574,-2692,2390,4997,0
1544907399.1202438,-2618,2345,4981,0
1544907399.135969,-2538,2311,4942,0
1544907399.1489723,-2467,2271,4895,0
1544907399.1651146,-2419,2229,4878,0
1544907399.1811128,-2381,2193,4861,0
1544907399.1938992,-2355,2172,4835,0
1544907399.2101662,-2334,2144,4837,0
1544907399.226152,-2315,2117,4805,0
1544907399.2391875,-2303,2089,4766,0
1544907399.2554243,-2289,2054,4741,0
1544907399.271401,-2263,2016,4728,0
